9852,9791
14155,14221
17473,17510
19449,19575
21403,21558
21711,21715
20676,20789
20113,20309
17821,17915
14041,14159
11706,11913
9317,9289
6406,6531
4003,4105
2373,2410
-861,-777
-4066,-4001
-7683,-7517
-8633,-8818
-9041,-9007
-10815,-10814
-9865,-10103
-7941,-7969
-5126,-5170
-3119,-3225
-3742,-3664
-4315,-4329
-5374,-5336
-6715,-6655
-6535,-6565
-6514,-6450
-6038,-5935
-4914,-5027
-3374,-3455
-1601,-1720
1634,1555
5321,5238
9626,9577
14206,14372
17280,17482
20749,20796
23646,23681
26128,26186
28188,28254
29186,29373
28690,28708
27909,28045
29380,29433
30257,30285
30411,30499
31187,31248
30893,31052
32179,32215
32083,32309
29470,29542
28506,28738
26711,26920
24193,24234
21951,22057
19700,19778
18353,18399
17471,17566
15296,15411
13602,13540
12187,12232
11025,10961
11347,11297
12299,12418
13753,13631
14737,14702
15108,14998
15127,15121
13620,13701
11321,11360
9331,9471
7675,7907
6727,6680
5837,5996
4274,4342
3330,3374
47,137
-3121,-3047
-7014,-6837
-10416,-10182
-13080,-12939
-15767,-15561
-16386,-16243
-16353,-16398
-16306,-16206
-14763,-14883
-12004,-11997
-8616,-8665
-5388,-5390
-1560,-1521
3080,3208
7830,7678
11017,10898
13113,13050
14069,14032
14220,14232
14487,14343
14697,14841
14464,14493
15415,15329
16933,16988
18120,18209
18086,18004
18879,18712
20423,20447
20816,20735
19219,19290
18053,18093
17104,17019
15981,15795
13899,13727
11275,11283
8281,8347
6033,5952
2941,2689
-1528,-1739
-6500,-6716
-9506,-9601
-8750,-9092
-8193,-8330
-8160,-8273
-7786,-7910
-7749,-7972
-8027,-8264
-8142,-8291
-6947,-7090
-5862,-5984
-5419,-5675
-5191,-5141
-4275,-4233
-1661,-1648
879,855
1711,1729
4344,4205
5429,5443
4761,4737
5004,4861
5057,4933
5784,5619
7958,7924
9390,9518
10565,10628
10968,10858
12886,12876
15005,15100
15822,15684
15719,15766
16140,15961
16938,16857
17575,17558
18557,18626
19023,18931
18967,18728
19283,19185
19488,19274
20902,20756
20581,20445
18054,18069
16422,16333
16732,16445
16511,16329
15234,15248
14023,14012
13758,13749
13212,13194
12596,12517
12360,12423
10988,11044
9947,9829
8288,8041
4912,4937
2197,2214
1208,1106
1376,1231
2248,2021
4893,4792
7291,7006
7427,7147
7970,7875
7843,7671
6963,6700
3533,3279
1726,1533
87,21
-1230,-1273
-1579,-1702
-3216,-3358
-5238,-5382
-6564,-6836
-6186,-6422
-6292,-6586
-7769,-7774
-9140,-9291
-9907,-10027
-10219,-10412
-9500,-9653
-9996,-10242
-10364,-10391
-11017,-10942
-12704,-12823
-13438,-13652
-12233,-12456
-13085,-13143
-15025,-15205
-16970,-17255
-17965,-18183
-18809,-18959
-20361,-20461
-21563,-21733
-21314,-21412
-20628,-20625
-20663,-20614
-20071,-20049
-20292,-20340
-21404,-21533
-21403,-21572
-21811,-22076
-21282,-21580
-19957,-20138
-16940,-17201
-15332,-15562
-14381,-14572
-12263,-12269
-9508,-9707
-7326,-7329
-6531,-6643
-5838,-5942
-4819,-4901
-2454,-2497
1909,1907
4509,4282
6813,6824
8092,8111
8527,8456
8311,8159
7067,7002
5872,5875
4160,4194
1848,1882
426,244
-701,-730
-2083,-1985
-4432,-4441
-8486,-8513
-13521,-13563
-16216,-16361
-19120,-19147
-22726,-22850
-26629,-26651
-29768,-29797
-31982,-32290
-32768,-32768
-31655,-31786
-30390,-30636
-29801,-30110
-28152,-28380
-25145,-25347
-20626,-20700
-16660,-16570
-14712,-14781
-13748,-13556
-13184,-13075
-11037,-10955
-9818,-9746
-9507,-9527
-10029,-10025
-10831,-10862
-11804,-11767
-12836,-12802
-12398,-12591
-13048,-13000
-14624,-14610
-15543,-15592
-14575,-14674
-14719,-14722
-14729,-14787
-13477,-13520
-14161,-14214
-15270,-15407
-14258,-14612
-15267,-15396
-17201,-17348
-20909,-20937
-23707,-23848
-25062,-25295
-23957,-24085
-22352,-22422
-22527,-22486
-23218,-23164
-24462,-24570
-23623,-23581
-22904,-22915
-21857,-21901
-20157,-20246
-19124,-19259
-16988,-17063
-14668,-14816
-13659,-13790
-11598,-11774
-9658,-9661
-7946,-8106
-5835,-5935
-3455,-3511
-189,-87
1705,1656
2818,2717
5533,5316
7217,7021
7703,7637
7897,7964
7456,7501
7132,7142
5936,6002
4115,4099
3566,3586
3245,3240
2161,2169
-99,-100
-1387,-1410
-1351,-1375
-458,-663
-446,-528
-973,-1165
-2089,-2078
-2463,-2508
-4189,-4300
-7410,-7370
-9100,-9277
-11321,-11319
-13036,-13204
-14812,-15088
-15470,-15485
-16441,-16680
-17260,-17605
-18162,-18327
-18687,-18839
-19730,-20076
-21245,-21515
-21902,-22039
-22387,-22470
-20753,-20976
-19300,-19608
-18829,-19085
-19731,-19972
-20962,-20989
-21547,-21601
-22330,-22519
-23471,-23571
-24673,-24805
-25366,-25602
-25060,-25316
-22959,-23140
-22030,-22173
-22565,-22842
-22263,-22504
-20715,-20910
-20172,-20249
-19397,-19341
-17854,-18181
-15684,-15773
-13080,-13256
-10559,-10436
-7971,-7897
-6337,-6278
-3991,-4051
-2664,-2648
-2028,-1914
49,11
2023,1976
3135,3175
3777,3768
4265,4328
4219,4395
2971,2991
3409,3473
4470,4391
6442,6416
7711,7796
8165,8385
9268,9488
10645,10695
11281,11368
9661,9717
8164,8227
7638,7673
8317,8431
9036,9101
9089,9098
7828,7777
8470,8451
8862,8871
8436,8421
9525,9538
10894,10924
10972,11095
10851,11002
11028,11119
10252,10610
8463,8770
6702,6772
4396,4710
2312,2457
-150,-107
-923,-801
-546,-431
-701,-668
-178,-147
-637,-414
-449,-399
-1217,-1246
-1264,-1286
-905,-797
-1481,-1495
-1421,-1203
-696,-702
1485,1395
2837,2796
2517,2524
3510,3566
3578,3740
2057,1991
2975,2795
2889,2888
1196,1179
-1300,-1146
-2594,-2421
-1100,-985
-1051,-1131
465,274
2085,2015
3936,3890
6745,6747
7610,7706
8893,8939
9897,9785
10178,10357
8445,8531
6817,6974
4767,4947
4785,4715
4451,4514
3150,3179
1940,1903
926,984
693,898
224,247
-1019,-983
-3968,-3854
-5917,-5878
-6454,-6432
-7126,-7348
-7043,-7019
-6070,-5962
-5168,-5170
-5906,-5801
-6619,-6740
-7475,-7465
-8886,-8990
-8858,-9031
-8158,-8022
-7078,-7169
-5317,-5244
-3241,-3275
-1157,-1156
-307,-266
-937,-1019
-1322,-1197
-52,24
464,477
2040,1807
4332,4353
6069,6094
6984,6948
8125,8074
8523,8436
8494,8550
7172,7137
5726,5813
5247,5241
4344,4406
4034,4123
4083,4063
4793,4686
6334,6214
7761,7814
9161,9196
10384,10395
12923,13082
16962,17073
18800,18957
19887,19989
22258,22244
23399,23666
23328,23461
23557,23810
23457,23657
22925,23162
21006,21189
18263,18332
14813,14990
11466,11601
8916,9032
6002,6079
3624,3778
928,925
-1003,-1035
-1708,-1616
-2912,-2888
-5532,-5478
-8752,-8705
-13016,-12970
-16768,-16727
-19280,-19330
-21057,-21111
-21597,-21753
-21626,-21699
-20270,-20418
-18771,-18922
-17213,-17341
-15392,-15524
-12673,-12668
-10409,-10592
-8327,-8451
-4762,-4850
-1865,-1836
1489,1394
4900,4849
6938,7001
9259,9229
11000,11082
11394,11362
9058,9176
5888,5960
2369,2299
137,99
-3566,-3549
-5824,-5714
-5023,-4976
-3752,-3903
-2037,-1994
1662,1626
7938,7972
13043,13133
17545,17732
22541,22694
28842,29102
32767,32767
32767,32767
32767,32767
31802,32053
30706,30796
29564,29759
26324,26534
22777,22803
18155,18201
14806,14832
12416,12400
9474,9474
6721,6650
4129,4241
2579,2594
3117,3218
4142,4271
4351,4451
4170,4207
3564,3726
2455,2520
166,240
-1265,-1160
-1938,-1908
-1074,-1042
-1458,-1379
-1956,-1819
-2769,-2655
-4708,-4746
-6484,-6560
-10319,-10196
-12288,-12330
-14830,-14864
-16582,-16533
-15758,-15813
-14618,-14462
-13993,-13937
-13480,-13434
-13702,-13699
-14073,-14023
-13575,-13616
-14090,-14208
-14898,-14943
-14850,-15012
-15923,-16073
-14991,-15150
-13042,-13167
-10048,-10235
-7300,-7403
-4650,-4809
-1497,-1705
3469,3189
7507,7238
10581,10454
13622,13540
15032,14829
16916,16912
16546,16371
15944,15841
14407,14269
12957,12874
10179,10280
7330,7155
2941,2747
-2470,-2431
-5859,-5844
-10748,-11011
-14383,-14726
-16839,-17034
-19539,-19623
-20482,-20579
-20906,-21128
-21825,-22169
-22842,-23094
-24196,-24511
-25971,-26289
-27826,-28130
-29010,-29231
-27791,-28048
-26338,-26598
-24414,-24512
-22476,-22465
-19786,-19722
-16223,-16254
-14702,-14842
-13535,-13652
-12605,-12581
-9959,-10052
-5405,-5534
-2264,-2322
2360,2398
5581,5547
7886,7851
12137,12037
13819,13851
13036,12920
11311,11262
8512,8493
4538,4534
-603,-629
-4847,-4849
-7959,-7968
-10171,-10270
-11168,-11255
-11016,-11193
-9965,-10087
-6332,-6510
-1000,-1092
2387,2380
6393,6268
10243,10376
12499,12469
14073,14108
13910,13972
13265,13282
10878,10901
9738,9568
7353,7354
5680,5679
2877,2789
67,114
-2820,-2814
-6165,-6289
-7650,-7884
-9082,-9134
-9300,-9370
-9967,-10095
-9416,-9429
-8508,-8553
-7983,-8041
-6620,-6665
-5211,-5262
-3003,-2974
-1445,-1482
413,167
2174,2030
4257,4009
4927,4878
3078,2887
1010,1096
-1416,-1286
-4041,-4166
-8566,-8653
-11788,-11839
-12047,-12112
-11744,-11977
-9648,-9755
-7548,-7753
-5091,-5145
-1929,-2070
-155,-345
-68,-112
-278,-366
-611,-695
-1270,-1362
-3724,-3880
-6162,-6202
-6709,-6807
-6580,-6610
-3717,-3646
906,756
4807,4784
8869,8948
13585,13578
18120,18005
22824,22804
28096,28086
31398,31517
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
29742,29829
25168,25454
20874,21067
17957,18229
16109,16230
16092,16251
16229,16509
15357,15309
13044,13053
10821,10809
7857,8042
3928,4073
433,494
-2382,-2489
-5208,-5333
-7933,-7821
-9222,-9058
-8522,-8692
-8317,-8177
-8531,-8252
-8687,-8889
-9613,-9526
-10095,-10057
-9397,-9528
-7171,-6986
-4332,-4192
-1470,-1481
325,450
3891,4099
6938,7093
9451,9516
9255,9387
8218,8374
6097,6248
3170,3461
2018,1996
159,216
1155,1152
3654,3542
7507,7581
13317,13371
19427,19286
26572,26556
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
30784,31000
25105,25181
20337,20475
15486,15592
11671,11840
9645,9598
7435,7417
5302,5371
4267,4253
3088,3150
1808,1905
1321,1352
-907,-706
-1544,-1556
-1429,-1556
-2425,-2411
-2948,-2829
-3077,-3066
-3786,-3710
-3467,-3292
-3921,-3991
-5794,-5680
-5686,-5698
-4979,-4989
-4641,-4627
-2198,-2234
466,444
3205,3217
7441,7511
11469,11467
15106,15202
18993,19120
22728,22897
26653,26799
28972,29106
27208,27360
26295,26268
25920,26068
25743,25738
26129,26305
26505,26485
27931,27866
30519,30529
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
29803,29841
26000,26037
22282,22296
19393,19415
16896,16834
13261,13286
10524,10514
11070,10890
10473,10435
9165,9187
7674,7723
5808,5678
5877,5824
4197,4127
2995,2908
1955,2019
1943,2058
2151,2118
1829,1767
3298,2944
4319,4145
5065,4976
4100,3825
2803,2703
3335,3254
3691,3569
3464,3386
2956,2757
3404,3294
3903,3773
5262,5048
6459,6411
7768,7555
8656,8316
9076,8979
8430,8516
5679,5577
2840,2712
-539,-464
-4765,-4631
-10118,-10105
-11839,-11765
-12029,-11884
-9414,-9399
-8057,-8032
-5326,-5426
-1873,-1719
2215,2109
7830,7842
12033,12217
16567,16614
20152,20390
24338,24574
26581,26638
28811,29007
29244,29407
27068,27071
23394,23605
20558,20563
18313,18399
15363,15423
11873,11901
11166,11356
9591,9639
6806,6976
4728,4734
2499,2609
815,879
-1656,-1552
-4383,-4280
-6239,-6254
-8420,-8290
-9891,-10055
-12667,-12694
-14480,-14415
-15807,-16010
-18573,-18692
-21150,-21317
-23621,-23743
-26425,-26483
-28336,-28380
-29227,-29317
-30384,-30463
-31257,-31423
-32356,-32603
-32590,-32633
-32335,-32388
-32189,-32342
-31718,-31858
-32033,-32133
-31049,-31285
-30521,-30622
-30998,-31012
-30430,-30522
-30271,-30385
-28805,-28929
-27913,-28153
-25190,-25341
-19094,-19365
-13936,-14093
-8631,-8714
-3084,-3206
3226,3192
9219,9041
12223,12152
14798,14856
15422,15356
16095,15994
16646,16606
14556,14571
10367,10430
6865,6907
3837,3657
907,674
-2620,-2614
-5113,-5218
-6986,-7216
-8337,-8544
-7915,-7903
-8783,-8906
-10162,-10408
-11129,-11404
-13137,-13300
-15346,-15460
-18029,-18115
-21667,-21860
-24289,-24507
-26015,-26182
-28047,-28246
-29437,-29565
-31216,-31339
-32680,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-29775,-30053
-25994,-26133
-22576,-22881
-18598,-18866
-14344,-14433
-9774,-9873
-7673,-7798
-5773,-6018
-4346,-4300
-3395,-3429
-4165,-4138
-5888,-5974
-8337,-8261
-12016,-11921
-16072,-16130
-20537,-20582
-21614,-21875
-19202,-19213
-17868,-17967
-18400,-18561
-16569,-16767
-11476,-11426
-6289,-6360
-2751,-2955
-62,89
1705,1693
5306,5371
8461,8383
8951,8844
9120,9063
8188,8211
5919,6098
2278,2433
-1773,-1887
-6330,-6458
-9567,-9739
-12747,-12709
-15232,-15382
-17963,-17925
-20409,-20381
-22503,-22499
-23506,-23617
-24524,-24658
-26049,-26049
-25998,-26028
-27560,-27551
-28830,-28984
-31274,-31453
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32130,-32390
-28931,-29019
-25928,-25835
-22962,-23021
-20426,-20561
-17396,-17532
-14744,-14818
-11841,-11773
-9039,-9111
-7117,-7264
-5921,-6122
-2678,-2814
132,106
987,871
1057,1048
1757,1747
3565,3289
4472,4499
4737,4544
6130,6021
7031,6987
6862,6780
6203,6248
7279,7255
7139,7034
4460,4348
844,940
-1039,-1071
-1494,-1600
-1104,-1347
-518,-800
434,310
1317,1345
345,393
-112,-204
954,805
2111,1922
3009,2960
4323,4160
5010,4851
5866,5909
6674,6566
5199,5125
3632,3667
2673,2552
997,1046
385,302
99,-16
-1738,-1799
-2373,-2549
-3503,-3530
-4786,-4804
-7880,-7995
-11054,-11154
-12836,-12844
-14867,-15085
-17715,-17833
-20863,-21030
-22651,-22760
-24373,-24431
-27369,-27447
-30786,-30944
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-31239,-31506
-26499,-26563
-21667,-21771
-17029,-17135
-11689,-11825
-4617,-4766
2913,2704
9035,9044
14040,14120
19995,20001
26598,26628
31304,31312
32767,32767
32767,32767
32767,32767
32609,32663
29768,30062
27227,27227
25830,25877
24315,24317
23528,23667
22184,22225
21410,21379
20628,20696
20627,20394
19367,19298
15578,15655
13891,13842
12347,12126
9040,9045
4555,4499
505,316
-2749,-2707
-6030,-6155
-8755,-8839
-11151,-11213
-12136,-12223
-12627,-12603
-13276,-13347
-12518,-12619
-11103,-11193
-9099,-9130
-6979,-6927
-6037,-6056
-5871,-5817
-5052,-5096
-4502,-4445
-2421,-2510
-1853,-1950
-1783,-1672
-1662,-1519
-1163,-1151
-606,-579
1056,1038
1393,1566
3466,3548
7638,7678
10347,10518
13090,13172
17282,17334
21697,21899
24307,24367
26332,26297
27437,27305
30027,29914
32767,32764
32767,32767
32532,32548
32767,32767
32767,32767
31040,31025
27655,27624
24989,24894
22720,22693
19001,18992
16261,16200
14145,13991
13206,13207
12028,11909
9201,9133
6796,6674
5520,5420
4093,4049
2327,2336
-694,-818
-3317,-3542
-6243,-6377
-8622,-8770
-11340,-11300
-13110,-13203
-14236,-14406
-15864,-16020
-15604,-15740
-13447,-13503
-10327,-10405
-8819,-8962
-7810,-7916
-6436,-6552
-3623,-3650
-2839,-2811
-2954,-3051
-3740,-3715
-2086,-2250
-1573,-1811
-1582,-1547
-445,-407
-520,-631
-1601,-1596
-4165,-4097
-7823,-7769
-8169,-8228
-7847,-7917
-8507,-8523
-8116,-8131
-8054,-8126
-4465,-4781
-789,-911
1107,971
4955,4877
9948,9803
14990,15182
18550,18553
20933,20945
22796,22866
25615,25585
27516,27515
28752,28714
28625,28650
27940,27863
27356,27281
26549,26462
24615,24530
21742,21631
19863,19892
18486,18476
16277,16215
15260,15216
14359,14288
12721,12841
11724,11684
10730,10747
8353,8233
5612,5549
3249,3269
-110,-55
-2071,-2040
-4197,-4329
-6937,-7154
-9784,-9934
-10786,-10993
-12124,-12278
-14260,-14509
-16669,-17149
-18650,-18919
-18780,-18920
-19841,-19965
-21333,-21658
-21816,-22065
-22278,-22529
-23185,-23338
-23329,-23485
-21908,-22241
-22272,-22389
-22578,-22707
-21122,-21351
-18581,-18631
-14300,-14545
-10654,-10680
-7463,-7666
-2601,-2707
4719,4560
9478,9454
13613,13498
16073,15938
18813,18738
21919,21850
22590,22476
21826,21559
20255,20263
18368,18391
17137,17141
16260,16200
12618,12572
9519,9315
7767,7763
5720,5614
3225,3092
977,914
48,-133
-457,-602
-171,-359
-1407,-1544
-968,-1126
-1545,-1634
-2399,-2639
-3541,-3621
-6432,-6447
-8166,-8486
-9834,-10061
-12502,-12686
-13696,-13900
-15155,-15400
-15985,-16191
-16588,-16609
-17038,-17098
-16681,-16772
-15924,-15997
-16501,-16591
-18877,-18916
-19505,-19542
-20525,-20579
-21568,-21763
-23545,-23743
-24833,-25051
-24696,-24941
-24701,-24919
-23124,-23239
-22106,-22287
-22231,-22376
-23120,-23360
-25081,-25210
-24424,-24571
-22916,-23346
-22116,-22383
-19655,-19908
-16175,-16349
-12679,-12979
-7750,-7886
-4645,-4796
-1716,-1992
3401,3169
6379,6293
7903,7842
8680,8482
10189,9914
10200,9951
9488,9334
8744,8787
8682,8657
7619,7595
7940,7777
7255,7123
5475,5320
3255,3197
477,167
-1014,-1211
-2784,-2865
-4387,-4512
-5993,-6155
-6508,-6830
-5201,-5465
-5035,-5193
-4878,-4999
-4207,-4512
-4497,-4774
-6116,-6363
-6790,-7059
-7714,-7932
-7322,-7472
-8401,-8809
-9587,-9878
-10818,-11009
-12577,-12816
-16266,-16613
-20944,-21220
-24823,-24950
-28072,-28318
-30307,-30703
-31517,-31866
-32768,-32768
-32768,-32768
-32270,-32594
-30842,-31359
-28796,-29247
-25785,-26118
-23264,-23643
-18383,-18702
-12001,-12120
-6498,-6589
-1110,-1311
3606,3353
9324,9091
15653,15556
19998,19924
23694,23438
28825,28689
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
29760,29708
27488,27572
24762,24784
22464,22408
19476,19472
18110,17983
18410,18451
17113,16970
16695,16636
17962,17997
18916,18935
19445,19433
19333,19195
19546,19653
19387,19472
15892,16036
12632,12731
10213,10269
7970,8174
6020,6174
2959,3050
887,900
204,249
-1121,-1138
-1845,-1932
-4972,-4813
-7029,-7068
-9954,-9860
-12101,-11993
-13057,-13102
-13493,-13630
-12503,-12517
-12558,-12513
-11900,-11737
-8865,-8886
-6591,-6516
-5016,-4965
-2986,-3029
-80,-14
2515,2474
4842,4835
6726,6679
9040,8847
11525,11603
12478,12379
12925,12925
14581,14692
17625,17516
18565,18569
20496,20344
23229,23199
25287,25141
27323,27242
28993,28999
29738,29865
29590,29589
28915,28921
30018,30159
32368,32347
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
31968,32068
30348,30315
29090,29102
27233,27235
26728,26594
26349,26331
24178,24269
22057,22000
18883,18802
14920,14911
12421,12525
11156,11128
11180,11309
11735,11766
12604,12503
12396,12356
12135,12144
10028,10188
6901,6956
4777,4770
1870,2010
1980,1958
2508,2466
1286,1450
866,1027
2718,2581
4815,4549
5068,5104
6314,6310
7414,7443
9694,9654
13059,13257
16382,16396
21729,21631
27315,27361
31164,31206
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32767,32767
32287,32363
30725,30892
28464,28759
27632,27677
24571,24708
21132,21167
19903,19967
17633,17628
15011,14931
13271,13171
11598,11500
9485,9453
6623,6552
2125,2012
-2828,-2830
-6896,-7007
-11022,-11108
-13791,-13873
-14902,-15045
-16826,-16854
-17927,-18061
-18117,-18342
-17633,-17648
-15383,-15669
-12830,-12893
-9924,-10123
-8370,-8413
-6680,-6711
-5906,-5833
-3008,-2865
314,296
2717,2729
4153,4210
6359,6411
10699,10640
15187,15247
17567,17500
17153,17253
17640,17665
19101,19141
20533,20554
18615,18771
17338,17352
18154,17998
17815,17851
17239,17275
16212,16208
15988,15868
16138,16049
15360,15366
14649,14608
15328,15254
16662,16528
18388,18253
18556,18638
18262,18330
20299,20499
21136,21166
20459,20502
19068,19108
17195,17194
14422,14350
11259,11267
8562,8531
6043,5898
2351,2279
-1356,-1531
-3547,-3820
-6911,-6958
-10214,-10160
-15239,-15399
-20981,-21141
-25461,-25663
-30567,-30741
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-30994,-31198
-26043,-26117
-20160,-20254
-15066,-15234
-10566,-10681
-7306,-7399
-3888,-3819
-1818,-1809
1322,1375
4765,4670
7834,7972
8187,8413
9497,9582
12872,12774
15593,15616
17009,17145
18769,18732
18478,18467
18170,18097
18016,17897
17823,17730
19196,19151
19369,19287
18652,18730
17151,17179
15075,15158
13227,13431
12393,12404
9864,9783
6664,6550
3553,3507
262,177
-2822,-2796
-5976,-6113
-8442,-8630
-10737,-10897
-12931,-13140
-15261,-15481
-17357,-17346
-19862,-19915
-21877,-21969
-23874,-24002
-25599,-25777
-27317,-27553
-28358,-28671
-28665,-28880
-27032,-27334
-25495,-25668
-23226,-23517
-19618,-19759
-17302,-17510
-15770,-15798
-13668,-13700
-11050,-11094
-9023,-9244
-6406,-6550
-4387,-4475
-4575,-4741
-4297,-4474
-4042,-4123
-4571,-4664
-5863,-5928
-9304,-9303
-10018,-10225
-11104,-11070
-13241,-13299
-13849,-13908
-13902,-13881
-14335,-14396
-14306,-14563
-15237,-15292
-14869,-14869
-15874,-15991
-17366,-17565
-19616,-19703
-20028,-20239
-18959,-19147
-18798,-18934
-17626,-17628
-15763,-15769
-12941,-13025
-11274,-11287
-7771,-7769
-5133,-5142
-4784,-4867
-4910,-5042
-5315,-5263
-5909,-5870
-4710,-4672
-5395,-5292
-7440,-7438
-10308,-10294
-13754,-13831
-15979,-16095
-18068,-18308
-20935,-21164
-24008,-24226
-26477,-26491
-28950,-29116
-31883,-31949
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-32768,-32768
-31028,-31323
-29620,-29875
-27208,-27295
-25077,-25215
-23512,-23680
-20854,-20947
-17328,-17499
-13952,-14116
-11211,-11217
-9115,-9249
-7520,-7594
-6148,-6204
-5967,-5939
-6153,-6101
-6122,-6228
-5363,-5390
-3169,-3300
-1432,-1491
-76,37
1532,1594
3353,3200
3382,3150
5415,5251
5392,5182
6380,6172
8044,8051
10053,10047
12262,12168
12899,12842
13787,13699
13609,13468
13796,13797
13344,13151
10219,10022
8144,8025
6524,6511
4590,4411
3776,3576
1881,1710
-551,-697
-2702,-2940
-5615,-5646
-8234,-8254
-10612,-10758
-12431,-12568
-13728,-14032
-15800,-16054
-17111,-17329
-17847,-17959
-17576,-17827
-15932,-16113
-15144,-15307
-14047,-14166
-11964,-12049
-9698,-9716
-8436,-8492
-6466,-6562
-3554,-3604
-279,-333
788,684
2361,2239
5677,5600
9427,9351
11357,11451
11791,11748
12822,12952
13846,13841
12999,13175
10969,10950
8047,7949
6678,6538
7460,7325
7387,7423
7188,7246
6723,6664
5375,5284
3182,3040
-106,-66
-4523,-4419
-7456,-7563
-8950,-9027
-11131,-11263
-12982,-13111
-15353,-15395
-15037,-15161
-13363,-13494
-12201,-12180
-10114,-10114
-8613,-8710
-6033,-6249
-2574,-2737
-155,-206
1267,1254
3746,3778
6037,6057
6914,7067
8132,8202
8995,8925
6656,6494
6582,6637
5355,5449
1649,1688
293,341
-2669,-2679
-6232,-6219
-8865,-8864
-8505,-8480
-7096,-7197
-4852,-4913
-930,-814
667,654
2175,2354
5030,5131
7149,7092
9378,9288
9455,9519
10814,10828
13022,13080
14114,14149
12957,13022
12684,12770
13213,13077
12481,12646
13639,13617
14714,14600
16221,16194
17930,17927
19857,19975
22885,22734
25164,25254
25757,25715
24511,24505
